KPI_SK,KPI_DATAELEMENT_SK,KPI_NAME,KPI_DESC,KPI_DATAELEMENT_NAME,KPI_GROUP,KPI_LEVEL,NUMERIC_VALUE,UOM,PERIOD,START_DATE,END_DATE,TARGET_VALUE,TRENDING_DIRECTION,PRIORITY_OUTCOME,PRIORITY_OUTCOME_DESC,PRIORITY_NAME,PRIORITY_AREA_NAME,PRIORITY_AREA_DESC
174,2664,NSCC student enrollment,Total number of Nova Scotia Community College student enrollment in the Municipality (Halifax Partnership data),Current NSCC student enrollment,ZP,2,4052,,2020,1/4/2020,31/03/2021,,UP,Economic Growth,"Economic opportunities are seized to promote and maximize balanced growth, reduce barriers for businesses, support local economies and showcase the region’s strengths to the world.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
174,2664,NSCC student enrollment,Total number of Nova Scotia Community College student enrollment in the Municipality (Halifax Partnership data),Current NSCC student enrollment,ZP,2,4477,,2017,1/4/2017,31/03/2018,,UP,Economic Growth,"Economic opportunities are seized to promote and maximize balanced growth, reduce barriers for businesses, support local economies and showcase the region’s strengths to the world.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
174,2664,NSCC student enrollment,Total number of Nova Scotia Community College student enrollment in the Municipality (Halifax Partnership data),Current NSCC student enrollment,ZP,2,4478,,2018,1/4/2018,31/03/2019,,UP,Economic Growth,"Economic opportunities are seized to promote and maximize balanced growth, reduce barriers for businesses, support local economies and showcase the region’s strengths to the world.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
174,2664,NSCC student enrollment,Total number of Nova Scotia Community College student enrollment in the Municipality (Halifax Partnership data),Current NSCC student enrollment,ZP,2,4603,,2019,1/4/2019,31/03/2020,,UP,Economic Growth,"Economic opportunities are seized to promote and maximize balanced growth, reduce barriers for businesses, support local economies and showcase the region’s strengths to the world.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
174,2664,NSCC student enrollment,Total number of Nova Scotia Community College student enrollment in the Municipality (Halifax Partnership data),Current NSCC student enrollment,ZP,2,4718,,2016,1/4/2016,31/03/2017,,UP,Economic Growth,"Economic opportunities are seized to promote and maximize balanced growth, reduce barriers for businesses, support local economies and showcase the region’s strengths to the world.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
175,2666,Household Income per Capita (Dollars),Household Income per Capita (Conference Board of Canada data),Current Household Income per Capita (Dollars),,1,44918,$,2017,1/4/2017,31/03/2018,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
175,2666,Household Income per Capita (Dollars),Household Income per Capita (Conference Board of Canada data),Current Household Income per Capita (Dollars),,1,46410,$,2018,1/4/2018,31/03/2019,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
175,2666,Household Income per Capita (Dollars),Household Income per Capita (Conference Board of Canada data),Current Household Income per Capita (Dollars),,1,47600,$,2019,1/4/2019,31/03/2020,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
175,2666,Household Income per Capita (Dollars),Household Income per Capita (Conference Board of Canada data),Current Household Income per Capita (Dollars),,1,50147,$,2020,1/4/2020,31/03/2021,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
176,2668,Labour Force Participation Rate (Percentage),Labour Force Participation Rate (Statistics Canada data),Current Labour Force Participation Rate (Percentage),,1,66.7,%,2020,1/4/2020,31/03/2021,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
176,2668,Labour Force Participation Rate (Percentage),Labour Force Participation Rate (Statistics Canada data),Current Labour Force Participation Rate (Percentage),,1,66.8,%,2017,1/4/2017,31/03/2018,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
176,2668,Labour Force Participation Rate (Percentage),Labour Force Participation Rate (Statistics Canada data),Current Labour Force Participation Rate (Percentage),,1,67.9,%,2016,1/4/2016,31/03/2017,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
176,2668,Labour Force Participation Rate (Percentage),Labour Force Participation Rate (Statistics Canada data),Current Labour Force Participation Rate (Percentage),,1,67.9,%,2018,1/4/2018,31/03/2019,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
176,2668,Labour Force Participation Rate (Percentage),Labour Force Participation Rate (Statistics Canada data),Current Labour Force Participation Rate (Percentage),,1,68.1,%,2019,1/4/2019,31/03/2020,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
176,2668,Labour Force Participation Rate (Percentage),Labour Force Participation Rate (Statistics Canada data),Current Labour Force Participation Rate (Percentage),,1,68.4,%,2015,1/4/2015,31/03/2016,,UP,Talent Attraction & Retention ,A welcoming community that attracts and retains the world’s talent.,Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
177,2670,Total number of shape your City registrants,Total number of registered participants for the Municipality's Shape Your City (Municipal data),Current Total number of shape your City registrants,,1,10738,,2020,1/4/2020,31/03/2021,,UP,Community-Focused,Residents are engaged in the development of public policy and plans.,Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
178,2672,Commercial Tax Base ($ Billions),Cumulative estimated value of commercial real estate in the Municipality (Property Valuation Services Corporation data) ,Current Commercial Tax Base ($ Billions),X,1,7.8,$ billions,2015,1/4/2015,31/03/2016,,UP,Economic Growth,"Economic opportunities are seized to promote and maximize balanced growth, reduce barriers for businesses, support local economies and showcase the region’s strengths to the world.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
178,2672,Commercial Tax Base ($ Billions),Cumulative estimated value of commercial real estate in the Municipality (Property Valuation Services Corporation data) ,Current Commercial Tax Base ($ Billions),X,1,8.2,$ billions,2016,1/4/2016,31/03/2017,,UP,Economic Growth,"Economic opportunities are seized to promote and maximize balanced growth, reduce barriers for businesses, support local economies and showcase the region’s strengths to the world.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
178,2672,Commercial Tax Base ($ Billions),Cumulative estimated value of commercial real estate in the Municipality (Property Valuation Services Corporation data) ,Current Commercial Tax Base ($ Billions),X,1,8.3,$ billions,2017,1/4/2017,31/03/2018,,UP,Economic Growth,"Economic opportunities are seized to promote and maximize balanced growth, reduce barriers for businesses, support local economies and showcase the region’s strengths to the world.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
178,2672,Commercial Tax Base ($ Billions),Cumulative estimated value of commercial real estate in the Municipality (Property Valuation Services Corporation data) ,Current Commercial Tax Base ($ Billions),X,1,8.3,$ billions,2018,1/4/2018,31/03/2019,,UP,Economic Growth,"Economic opportunities are seized to promote and maximize balanced growth, reduce barriers for businesses, support local economies and showcase the region’s strengths to the world.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
178,2672,Commercial Tax Base ($ Billions),Cumulative estimated value of commercial real estate in the Municipality (Property Valuation Services Corporation data) ,Current Commercial Tax Base ($ Billions),X,1,8.5,$ billions,2019,1/4/2019,31/03/2020,,UP,Economic Growth,"Economic opportunities are seized to promote and maximize balanced growth, reduce barriers for businesses, support local economies and showcase the region’s strengths to the world.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
178,2672,Commercial Tax Base ($ Billions),Cumulative estimated value of commercial real estate in the Municipality (Property Valuation Services Corporation data) ,Current Commercial Tax Base ($ Billions),X,1,8.6,$ billions,2020,1/4/2020,31/03/2021,,UP,Economic Growth,"Economic opportunities are seized to promote and maximize balanced growth, reduce barriers for businesses, support local economies and showcase the region’s strengths to the world.",Council Priority,Prosperous Economy,"A prosperous and growing economy positions the municipality as a business and tourism destination of choice, with economic opportunities for all."
179,2674,Average Property Tax for Commercial Properties (Dollars),"Average commercial tax bill per commercial property in the Municipality, based on municipal expenditure (Municipal data)",Current Average Property Tax for Commercial Properties (Dollars),X,2,40800,$,2016,1/4/2016,31/03/2017,,MONITOR,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
179,2674,Average Property Tax for Commercial Properties (Dollars),"Average commercial tax bill per commercial property in the Municipality, based on municipal expenditure (Municipal data)",Current Average Property Tax for Commercial Properties (Dollars),X,2,40986,$,2018,1/4/2018,31/03/2019,,MONITOR,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
179,2674,Average Property Tax for Commercial Properties (Dollars),"Average commercial tax bill per commercial property in the Municipality, based on municipal expenditure (Municipal data)",Current Average Property Tax for Commercial Properties (Dollars),X,2,41457,$,2017,1/4/2017,31/03/2018,,MONITOR,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
179,2674,Average Property Tax for Commercial Properties (Dollars),"Average commercial tax bill per commercial property in the Municipality, based on municipal expenditure (Municipal data)",Current Average Property Tax for Commercial Properties (Dollars),X,2,41929,$,2019,1/4/2019,31/03/2020,,MONITOR,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
179,2674,Average Property Tax for Commercial Properties (Dollars),"Average commercial tax bill per commercial property in the Municipality, based on municipal expenditure (Municipal data)",Current Average Property Tax for Commercial Properties (Dollars),X,2,43185,$,2020,1/4/2020,31/03/2021,,MONITOR,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
180,2676,Outstanding tax supported debt ($ millions),Total debt level (stock) that is supported through general tax rate revenue (Municipal data),Current Outstanding tax supported debt ($ millions),,1,235.7,$ millions,2019,1/4/2019,31/03/2020,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
180,2676,Outstanding tax supported debt ($ millions),Total debt level (stock) that is supported through general tax rate revenue (Municipal data),Current Outstanding tax supported debt ($ millions),,1,235.7,$ millions,2020,1/4/2020,31/03/2021,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
180,2676,Outstanding tax supported debt ($ millions),Total debt level (stock) that is supported through general tax rate revenue (Municipal data),Current Outstanding tax supported debt ($ millions),,1,240.2,$ millions,2018,1/4/2018,31/03/2019,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
180,2676,Outstanding tax supported debt ($ millions),Total debt level (stock) that is supported through general tax rate revenue (Municipal data),Current Outstanding tax supported debt ($ millions),,1,243.2,$ millions,2017,1/4/2017,31/03/2018,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
180,2676,Outstanding tax supported debt ($ millions),Total debt level (stock) that is supported through general tax rate revenue (Municipal data),Current Outstanding tax supported debt ($ millions),,1,250.9,$ millions,2016,1/4/2016,31/03/2017,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
180,2676,Outstanding tax supported debt ($ millions),Total debt level (stock) that is supported through general tax rate revenue (Municipal data),Current Outstanding tax supported debt ($ millions),,1,256.3,$ millions,2015,1/4/2015,31/03/2016,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
181,2678,Combined Reserves as a percentage of expenses,Combined Reserves as a percentage of expenses (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data),Current Combined Reserves as a percentage of expenses,,1,22.8,%,2018,1/4/2018,31/03/2019,,UP,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
181,2678,Combined Reserves as a percentage of expenses,Combined Reserves as a percentage of expenses (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data),Current Combined Reserves as a percentage of expenses,,1,23.3,%,2016,1/4/2016,31/03/2017,,UP,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
181,2678,Combined Reserves as a percentage of expenses,Combined Reserves as a percentage of expenses (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data),Current Combined Reserves as a percentage of expenses,,1,23.3,%,2017,1/4/2017,31/03/2018,,UP,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
181,2678,Combined Reserves as a percentage of expenses,Combined Reserves as a percentage of expenses (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data),Current Combined Reserves as a percentage of expenses,,1,23.5,%,2015,1/4/2015,31/03/2016,,UP,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
181,2678,Combined Reserves as a percentage of expenses,Combined Reserves as a percentage of expenses (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data),Current Combined Reserves as a percentage of expenses,,1,26.3,%,2019,1/4/2019,31/03/2020,,UP,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
182,2680,Debt Service (Percentage),Debt Servicing Costs (principal and interest) as a share of municipal revenues (Municipal data) ,Current Debt Service (Percentage),,1,4.6,%,2019,1/4/2019,31/03/2020,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
182,2680,Debt Service (Percentage),Debt Servicing Costs (principal and interest) as a share of municipal revenues (Municipal data) ,Current Debt Service (Percentage),,1,5.1,%,2018,1/4/2018,31/03/2019,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
182,2680,Debt Service (Percentage),Debt Servicing Costs (principal and interest) as a share of municipal revenues (Municipal data) ,Current Debt Service (Percentage),,1,5.4,%,2017,1/4/2017,31/03/2018,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
182,2680,Debt Service (Percentage),Debt Servicing Costs (principal and interest) as a share of municipal revenues (Municipal data) ,Current Debt Service (Percentage),,1,5.4,%,2020,1/4/2020,31/03/2021,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
182,2680,Debt Service (Percentage),Debt Servicing Costs (principal and interest) as a share of municipal revenues (Municipal data) ,Current Debt Service (Percentage),,1,6.8,%,2016,1/4/2016,31/03/2017,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
182,2680,Debt Service (Percentage),Debt Servicing Costs (principal and interest) as a share of municipal revenues (Municipal data) ,Current Debt Service (Percentage),,1,7.3,%,2015,1/4/2015,31/03/2016,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
183,2682,Deficits in the Last 5 Years,Deficits in the Last 5 Years (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data),Current Deficits in the Last 5 Years,,1,0,,2015,1/4/2015,31/03/2016,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
183,2682,Deficits in the Last 5 Years,Deficits in the Last 5 Years (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data),Current Deficits in the Last 5 Years,,1,0,,2016,1/4/2016,31/03/2017,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
183,2682,Deficits in the Last 5 Years,Deficits in the Last 5 Years (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data),Current Deficits in the Last 5 Years,,1,0,,2017,1/4/2017,31/03/2018,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
183,2682,Deficits in the Last 5 Years,Deficits in the Last 5 Years (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data),Current Deficits in the Last 5 Years,,1,0,,2018,1/4/2018,31/03/2019,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
183,2682,Deficits in the Last 5 Years,Deficits in the Last 5 Years (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data),Current Deficits in the Last 5 Years,,1,0,,2019,1/4/2019,31/03/2020,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
183,2682,Deficits in the Last 5 Years,Deficits in the Last 5 Years (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data),Current Deficits in the Last 5 Years,,1,0,,2020,1/4/2020,31/03/2021,,DOWN,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
184,2684,Gross Percent Realized Return on the Total Investment Portfolio ,Gross Percent Realized Return on the Total Investment Portfolio - based on the Average Adjusted Book Value (Municipal data),Current Gross Percent Realized Return on the Total Investment Portfolio ,,1,0.84,%,2020,1/4/2020,31/03/2021,,UP,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
184,2684,Gross Percent Realized Return on the Total Investment Portfolio ,Gross Percent Realized Return on the Total Investment Portfolio - based on the Average Adjusted Book Value (Municipal data),Current Gross Percent Realized Return on the Total Investment Portfolio ,,1,1.3,%,2017,1/4/2017,31/03/2018,,UP,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
184,2684,Gross Percent Realized Return on the Total Investment Portfolio ,Gross Percent Realized Return on the Total Investment Portfolio - based on the Average Adjusted Book Value (Municipal data),Current Gross Percent Realized Return on the Total Investment Portfolio ,,1,2.07,%,2018,1/4/2018,31/03/2019,,UP,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
184,2684,Gross Percent Realized Return on the Total Investment Portfolio ,Gross Percent Realized Return on the Total Investment Portfolio - based on the Average Adjusted Book Value (Municipal data),Current Gross Percent Realized Return on the Total Investment Portfolio ,,1,2.23,%,2019,1/4/2019,31/03/2020,,UP,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
185,2686,Liquidity,Liquidity is the level of cash or related liquid assets to pay short-term liabilities (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data) ,Current Liquidity,,1,1.2,,2016,1/4/2016,31/03/2017,,UP,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
185,2686,Liquidity,Liquidity is the level of cash or related liquid assets to pay short-term liabilities (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data) ,Current Liquidity,,1,1.2,,2017,1/4/2017,31/03/2018,,UP,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
185,2686,Liquidity,Liquidity is the level of cash or related liquid assets to pay short-term liabilities (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data) ,Current Liquidity,,1,1.3,,2015,1/4/2015,31/03/2016,,UP,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
185,2686,Liquidity,Liquidity is the level of cash or related liquid assets to pay short-term liabilities (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data) ,Current Liquidity,,1,1.6,,2018,1/4/2018,31/03/2019,,UP,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
185,2686,Liquidity,Liquidity is the level of cash or related liquid assets to pay short-term liabilities (Municipal Profile and Financial Condition Indicators - Province of Nova Scotia data) ,Current Liquidity,,1,1.6,,2019,1/4/2019,31/03/2020,,UP,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
186,2688,Percentage of enterprise risks over the risk tolerance threshold,Percentage of enterprise risks that exceed the risk tolerance threshold (Municipality data),Current Percentage of enterprise risks over the risk tolerance threshold,,1,58,%,2019,1/4/2019,31/03/2020,,DOWN,Well Managed,Appropriate stewardship of municipal affairs inspires the trust and confidence of residents.,Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
186,2688,Percentage of enterprise risks over the risk tolerance threshold,Percentage of enterprise risks that exceed the risk tolerance threshold (Municipality data),Current Percentage of enterprise risks over the risk tolerance threshold,,1,59,%,2020,1/4/2020,31/03/2021,,DOWN,Well Managed,Appropriate stewardship of municipal affairs inspires the trust and confidence of residents.,Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
187,2690,Quality and Accuracy of service results for 311 (percentage),Accuracy and quality of service results for 311 (Municipality data),Current Quality and Accuracy of service results for 311 (percentage),,1,80.5,%,2017,1/4/2017,31/03/2018,80,UP,Exceptional Customer Service,Residents receive exceptional service provided through customer-centric planning and continuous improvement.,Admin Priority,Service Excellence,The municipality innovates and makes evidence-based decisions to meet or exceed the expectations of the people we serve.
187,2690,Quality and Accuracy of service results for 311 (percentage),Accuracy and quality of service results for 311 (Municipality data),Current Quality and Accuracy of service results for 311 (percentage),,1,81.7,%,2020,1/4/2020,31/03/2021,80,UP,Exceptional Customer Service,Residents receive exceptional service provided through customer-centric planning and continuous improvement.,Admin Priority,Service Excellence,The municipality innovates and makes evidence-based decisions to meet or exceed the expectations of the people we serve.
187,2690,Quality and Accuracy of service results for 311 (percentage),Accuracy and quality of service results for 311 (Municipality data),Current Quality and Accuracy of service results for 311 (percentage),,1,82.9,%,2019,1/4/2019,31/03/2020,80,UP,Exceptional Customer Service,Residents receive exceptional service provided through customer-centric planning and continuous improvement.,Admin Priority,Service Excellence,The municipality innovates and makes evidence-based decisions to meet or exceed the expectations of the people we serve.
187,2690,Quality and Accuracy of service results for 311 (percentage),Accuracy and quality of service results for 311 (Municipality data),Current Quality and Accuracy of service results for 311 (percentage),,1,83.9,%,2018,1/4/2018,31/03/2019,80,UP,Exceptional Customer Service,Residents receive exceptional service provided through customer-centric planning and continuous improvement.,Admin Priority,Service Excellence,The municipality innovates and makes evidence-based decisions to meet or exceed the expectations of the people we serve.
188,2692,Capital spending  as a percentage of total expenditures,Total expenditure on fixed assets compared to total expenditure - operating and capital (Municipal data),Current Capital spending  as a percentage of total expenditures,,1,13.6,%,2020,1/4/2020,31/03/2021,,MONITOR,Financially Prepared,"Finances are planned and managed to ensure sustainability, support growth, and deliver quality municipal services.",Admin Priority,Responsible Administration ,"The municipality enables appropriate stewardship of municipal affairs by being well-managed, financially prepared, and community-focused."
